Label,Claim
1,Is 'Little Demon' a Disney Show About Satan and the Antichrist?
0,Says coronavirus is just “the damn flu.”
1,The governor’s budget proposal reduces the state austerity cut to education to under $500 million for 2016.
0,Is This Eazy-E with Betty White?
1,"The average Georgia family makes $6,000 less than the average family did 10 years ago when inflation is factored in."
1,Is This 'Trump Army' Fundraising Email Real?
0,Says President Barack Obama is urging Chicago’s mayor to pressure prosecutors into not charging Jussie Smollett.
1,"Says if labor force participation rate were the same as when Barack Obama became president, unemployment would be 11 percent."
1,"""I did not support the sequester."""
0,Did Tomi Lahren Say That Victims of Mass Shootings Don't 'Believe in God Enough'?
1,Is This a Real Letter from Trump to US Sen. Chuck Schumer?
0,Did Abraham Lincoln's Ghost Appear in an 1872 Photo?
0,Did a Man Sue His Wife Over Ugly Children?
0,Says Jill Karofsky as a prosecutor “went easy on” a Madison man in a 1999 sexual assault case
1,"""In total, we have added nearly 75,000 private sector jobs in New Jersey since we took office in January 2010."""
0,Is This a Photo of Alexandria Ocasio-Cortez Being Held in the Air?
1,"The U.S. ""tax rate on successful small businesses is 44.6 percent,"" while the business tax rate in Canada is 15 percent."
0,Electoral College Elector Commits Suicide to Avoid Voting for Donald Trump?
0,Did Ben Carson Tell Hurricane Victims 'Homelessness Is A Gift From Heaven'?
1,Here's Why Larry Bird's 'Behind-the-Backboard' Shot Didn't Count
1,Letter from an Airline Pilot
1,"""We passed without, frankly, the help of the Republican caucus, we passed 25 tax cuts last year, mostly aimed at the middle class and small businesses."""
1,"Missouri ""had the largest amount of millennial Democrats running than any other state in the country."""
0,Says Vice President Kamala Harris called the unvaccinated “dirty Trump people.”
1,“More than half of Virginia’s school buildings are older than 50 years.”
0,Are People Receiving Vaccines With More Ingredients Than FDA Approved?
1,"In 2008, ""33.2 percent of those who voted early on the last Sunday before Election Day were African-American, while 23.6 percent were Hispanic."""
0,Did DeRay Mckesson Tweet and Delete Disregard for 'Facebook Live' Incident in Chicago?
0,Is the Lowest Crime in US on Mother's Day?
1,"Georgia is ""one of only about seven states in the country"" that has a AAA bond rating."
0,Did Scientists 'Confirm' the Pfizer Vaccine Causes Neurological Damage?
1,"""U.S. agricultural & food exports are expected to increase more than $2 billion annually under #USMCA"""
0,Are Black Lives Matter Members Poisoning Fast Food?
1,Did Trump Say 'There's Many Per Capitas'?
1,A Lesson in Freedom: Veterans Return Students' Desks
1,Will Canada Quarantine COVID-19-Positive Travelers in 'Government Facilities'?
0,Democrats used “47 million mail-in ballots” to steal “every election in the country.”
1,"Did Researchers Find Cannabis Compound CBD May Prevent, Treat COVID-19?"
1,Newt Gingrich has been a proponent of selecting a president by popular vote instead of the Electoral College.
1,Did a Woman Carry a Lion Down the Street?
1,Melania Trump vs. Michelle Obama
0,"Did 50,000 'Freedom Convoy' Trucks Set Guinness World Record?"
1,"Do Grocery Store Receipts Contain Chemicals Linked to Cancer, Infertility?"
1,Did Woman Who Threw Eggs at Simon Cowell Become 'Loki' Composer?
0,Pentagon Awards Contract to United Airlines to Forcibly Remove Assad?
0,Did the Ghosts of Two Teens Return to Kill and Skin Their Parents?
1,"Did Trump Offer Russia Help With Wildfires, But Not California?"
0,“Maricopa County intentionally reduced the polling places.”
1,"""Ninety percent of the topsoil has inadequate moisture to grow crops."""
0,Is This a Real Dragon Shot Dead in Malaysia?
0,Was Pope Francis 'Found Guilty' of Child Trafficking and Murder?
0,'Best Volleyball Blocks Ever'
0,Son of a Woodcutter
0,"Says a ""fact check"" shows that Nancy Pelosi moved ""billions of Social Security funds to cover impeachment costs."""
0,Will Eating Too Many Bananas Kill You?
1,Is #BellLetsTalk a Legitimate Fundraising Effort for Mental Health?
1,"""Speaker Rubio supported gun restrictions that included background checks and waiting periods."""
0,Is Clinton Paying Halfway House Residents $300 Per Vote?
1,"A request for ""an increase in troops sat on desks in this White House (during the presidency of George W. Bush), including the vice president's, for more than eight months, a resource request filled by President Obama in March."""
1,Did Alabama GOP Group Post Elephant Photo with KKK Imagery?
0,Hillary Clinton Wore 'Secret Earpiece' During Commander-in-Chief Forum
0,“NAVY SEALs raid cargo ship full of smuggled children.”
0,Do These Photographs Show the Croatian President in a Bikini?
0,Whale Trust
0,Does This Video Show Women Drinking Helium-Infused Wine?
1,Presidential Elections Linked to Eastern Conference NBA Championships
1,"Says Time magazine called him ""one of America's best governors."""
0,Are Hackers Stealing Private Information via 'What Would You Look Like Bald' Facebook Apps?
0,Hillary Clinton Named for Sir Edmund Hillary?
0,Was an Aquarium Employee Emasculated After a Sexual Assault on an Octopus?
1,Was Betty White Older Than Sliced Bread?
0,Does TikTok Allow Strangers to Access the Personal Information of Users Who Don't Share Those Details?
0,Is This Image a Long-Exposure Photograph of a Lightning Bolt Hitting a Tree?
0,Video of SUV Driving Up Truck Ramp To Escape Cops Is Digital Animation
0,Speedy Tortoise Video is Digital Art
0,'Mike & Molly' Cancelled Due to Melissa McCarthy's Weight Loss?
0,Were the Mysterious Remains of a Whale Found in a Field in Utah?
0,Do Centipedes Actually Have 100 Legs?
0,Did the NFL Admit to Rigging Games?
0,Did Trump Call US Sen. Duckworth 'Lieutenant No Legs'?
1,Did Democrats Check Their Phones During Trump's State of the Union Address?
0,Does This Photograph Show Obama Riding the Subway Next to an Open-Mouthed Sleeping Man?
1,"""The number of COVID-19 deaths recorded so far in 2021 has surpassed the total for 2020."""
0,The Truth Behind the 'Day at the Beach Gone Wrong' Photo
0,Did Antifa Announce a Plan to Protest the Sturgis Motorcycle Rally in 2018?
0,Is This Eisenhower's Antifa Membership Card?
0,Is This Colorful Bird Real?
1,Does Ronald McDonald Have a Different Name in Japan?
1,"Says Mitt Romney is proposing a ""tax cut that gives an average of $250,000 to every millionaire in this country."""
0,"No, UNICEF Didn't Say Blocking Kids From Porn Violates Their Rights"
0,Did WHO Define Being Single as a Disability?
0,Chris Matthews Endorses Donald Trump
0,Postal Worker Caught Destroying Absentee Trump Ballots in Major Swing State
1,"""If you take the population growth here in Virginia, we are net zero on job creation since (Bob McDonnell) became governor."""
1,Did This Frozen Grape Instantaneously Turn Water Into Ice?
1,"""In Oregon, students are skipping math class to learn about the Bible."""
1,Was a Hollywood-Style Trump Sign Erected in Los Angeles?
1,Does 'Forrest Gump' Plot Include These Inconsistencies?
1,"Other Western countries have ended their ""Don't Ask, Don't Tell"" policies."
1,Did Border Patrol Find $60K Worth of Fentanyl in Burritos?
0,Did Oprah Winfrey 'Buy Control of Fox News'?
0,"""Obama settled 43,000 Somalian refugees in Minnesota. As of 2016, there were around 80,000. No wonder Ilhan Omar was elected. It was planned."""
1,"""The United States is one of only seven nations that allows elective abortions after 20 weeks post-fertilization."""
1,"""Harry Reid was against (the nuclear option) before he was for it. Mitch McConnell was for it before he was against it. President Obama was against it before he was for it."""
0,Was AOC Married with a Husband in 2021?
0,'Time-Traveler' Busted for Insider Trading?
0,FALSE: 'Booty Tickler' Arrested in Texas
1,"Says Donald Trump ""used undocumented labor to build the Trump Tower."""
1,"""86% of Americans and 82% of gun owners support requiring all gun buyers to pass a background check."""
0,"No, This Pic Doesn't Show a Rocket Docked at the International Space Station"
0,"Did Gas Prices Rise to $6.99 in Lancaster, California?"
0,Did Biden Say He'll Cancel Fourth of July If Americans Don’t Do What They're Told?
1,Suspect Shot 68 Times by Police
1,Ball Girl Makes Outstanding Catch
0,Did Trump Plagiarize His Inaugural Address from 'Bee Movie' and 'Avatar?'
0,Is This 'Gentleman’s Guide to Amputation' Authentic?
1,Did Children at a Philadelphia Muslim School Sing a Song With Violent Lyrics?
1,"Says GOP U.S. Senate candidate Darryl Glenn ""wants to eliminate the Department of Education"" and jeopardize college funding for 320,000 Coloradans."
0,Did Kellyanne Conway Say Liberal Women Hate Her Because of Her 'Striking Beauty and Intellect'?
0,Were Dasani Products Recalled Due to a 'Clear Parasite'?
1,Does a Video Show a C-17 Globemaster Flying Between Buildings?
0,A photo shows Kyle Rittenhouse wearing a “Klan outfit.”
1,"“Iowa ranks 45th in the U.S. for internet connectivity."""
1,"""Swaziland has the highest rate of HIV infection in the world."""
0,Did a Photo Show Paranormal Activity on Christmas Day?
0,Pamela Anderson Death Hoax
1,Did a Man Harass a Woman for Wearing a 'Puerto Rico' T-Shirt in the United States?
1,"Dan Patrick was the only state senator ""who voted against the Veteran Entrepreneurship Program, a program that assists veterans in successfully starting up their own businesses."""
1,Does 'The Wizard of Oz' Contain This Ruby Slippers Blooper?
0,Did Rowan Atkinson Die in May 2021?
0,"""The reason Russia was in Afghanistan was because terrorists were going into Russia."""
0,Finger Chop Challenge
0,Is This 'Antifa Manual' Real?
1,Does a Graphic Compare Weather Maps From 2050 and 2019?
1,Did Sean Spicer Retweet a Satirical Onion Video About Himself?
0,Soccer Team Chapecoense Fined for Forfeiting Final Match
0,Secret Sisters Gift Exchange
1,"""Fidel (Castro) has made his preferences known in the campaign and had some very unkind things to say about me."""
0,"Says Alexandria Ocasio-Cortez said Christianity should be ignored as ""superstitious nonsense."""
1,Georgia spends fewer tourism advertising dollars than any other state in the South.
1,"""When we moved into the White House, we had the lowest net worth of any family since Harry Truman."""
1,"""In 2017, we had more marijuana possession arrests in our country than all other violent crimes combined."""
0,Clinton Camp Demands 'Compliant Citizenry' for Master Plan
1,"""Washington has incentivized the militarization of local police precincts."""
1,Is a Photo of Vegetarian Chicken-Flavored Ham Real?
1,Spokane Man Saves Ducklings Jumping from Building Ledge
0,"Did Nostradamus Predict Charles Would Abdicate, Leave Harry the Throne?"
0,Did a Texas Mosque Refuse to Help Hurricane Harvey Survivors?
1,"""The State Election Board has issued nearly $275,000 in fines to violators of absentee ballot laws."""
0,Did Dominion Voting Systems Delete 2.7M Trump Votes?
0,Is NASA Planning to Geoengineer Yellowstone’s Supervolcano Threat Away?
1,Did President Lyndon B. Johnson Applaud the Smothers Brothers for Mocking Him?
1,Patrick Stewart on 'Galaxy Quest'
0,Was Nancy Pelosi's Son Arrested for Murder?
1,Did Russian State TV Thank GOP Lawmakers for Lifting Sanctions?
1,Does This Photo Show Computer Storage in 1956?
1,Says Obama flip-flopped on warrantless wiretapping.
0,Was this Elephant Carved out of Stone in India?
1,"Says Donald Trump's use of the term ""fake news"" to undermine journalism ""seems (to have) inspired dictators and authoritarians."""
0,Obama Calls for Black Lives Matter Memorial
1,"Says ""a Republican hasn't won [an election] for a presidency in New Jersey since 1988."""
1,Foxconn “is the largest taxpayer in Racine County.”
1,Is Patagonia's 'Vote the Assholes Out' Clothing Tag Real?
0,Did Ben & Jerry's Create an 'ImPeachMint' Flavored Ice Cream for President Donald Trump?
1,Did an Undelivered Speech from JFK State That 'Our Duty as a Party Is Not to Our Party Alone' But to 'All of Mankind?'
0,Can Mountain Dew Be Used to Make a Glow Stick?
0,Pfizer vaccine contains living particles that can germinate to cause sickness.
1,Did Congress Rename Their French Fries to ‘Freedom Fries’ Before the Iraq War?
0,Does This Picture Show a Case of Hyperdontia?
