Label,Claim
0,"""In my first year in office, Aurora homicides went down by 40%."""
1,"""Forty-seven percent of Americans pay no income tax."""
1,Did Trump Promote Goya Foods from the Oval Office?
0,Do Women Retain DNA From Every Man They Have Ever Slept With?
0,Did Fox News Contributor Tomi Lahren Compare Her 'Real Hair' to Beyoncé's?
0,Meghan Markle wasn’t allowed to attend Queen Elizabeth II’s funeral.
1,"Seventy percent of Americans ""don't have a college degree."""
0,Comedian Heather McDonald collapsed on stage as a result of the COVID-19 vaccine.
1,Are 'Loki Charms' Real?
0,Did a University Ban Capital Letters To Avoid Scaring Students?
0,"Photo Doesn't Show Electric Cars in France, Nor Were They Abandoned Due to Battery Replacement Costs"
0,Was DMX Arrested in a Dogfighting Ring Bust in 2014?
0,Did Lettuce Kill More People in the U.S. in 2018 Than Undocumented Immigrants Did?
0,"Says Joe Biden and Kamala Harris would raise the federal income tax rate for a person with a bi-weekly gross salary of $3,000 to 39.6%, costing “nearly half your paycheck.”"
0,Did Palestinians Dance at the UN After Nikki Haley Threatened to Cut Aid?
0,"Says the California flag was supposed to be a pear, not a bear."
0,Will Cats Always Sit in a Square Taped to the Floor?
0,A map shows “all the cargo ships backed up by the Suez Canal. Get ready for shortages and prices to skyrocket.”
0,"Says Gov. Chris Christie has ""now come up with a new agenda"" for ethics reform in September 2011."
0,"""The number of Americans who receive means-tested government benefits -- welfare -- now outnumbers those who are year-round full-time workers."""
1,The national debt grew an estimated $15 billion last weekend.
0,Did Extinction Rebellion Post 'Drive a Car? You're a Nazi' Stickers?
0,Does a Photograph Show Obama Wearing an Aleister Crowley T-Shirt?
0,A photo shows sex traffickers using an abandoned child car seat to lure in victims.
0,Did Muhammad Ali Ever Fight Manny Pacquiao?
0,Is This 'Horse Drinking Water' Rock Formation Natural?
0,"Did NASCAR Say a Serpentine Belt, Not a Noose, Was Found in Bubba Wallace's Garage?"
1,"""Every day, 34 Americans are murdered with guns."""
1,"Proposed fees for Rhode Island beaches will still be ""less than some of the town beaches."""
0,"""Economic inequality in Multnomah County has a face -- and a name. It has 90,000 faces and names -- the number of county residents who are still unemployed, or underemployed, in the wake of the 2008 Wall Street crash."""
0,Russia is targeting U.S. biological weapons labs in Ukraine invasion.
0,Did a 1977 'Time' Story Offer Tips on 'How to Survive the Coming Ice Age'?
0,"Says Joe Biden's plan for net-zero emissions ""would instantly shut down all fracking and all mining immediately in Pennsylvania."""
0,Will UN Peacekeepers Be Deployed on the Streets of Chicago?
0,"Says proposal to use city-owned land for an Austin pro soccer stadium is a ""$1 billion giveaway."""
1,"Pupil Propoganda? Yes, 'Propaganda' Was Misspelled on CPAC Stage"
0,Was Chelsea Clinton 'Thrown to the Floor' and Handcuffed?
0,"Says COVID-19 testing could be done with mouth swabs, so maybe deeper swabbing is “implanting something.”"
1,Is Chet Hanks Tom Hanks' Son?
0,Temple of Baal in New York City
0,"Eliminating affirmative action in admissions in Florida led to ""more African American and Hispanic kids attending our university system"" than before."
1,"""Even members of the NRA, when they were polled recently, were under the impression that everyone has a criminal background check."""
0,Were Illegal Immigrants Arrested for Starting California Wildfires?
0,Did Mail-in Ballots Secretly Contain Quantum Blockchain Watermarks?
1,Eric Trump Tweets (Illegal) Ballot Selfie
0,"""Mitch McConnell was one of the few senators that voted after Tiananmen Square not to have punitive actions against China for human rights violations."""
0,"No, Elon Musk Did Not Die in a Car Battery Explosion"
0,Is This Car Using a Rear 5th Wheel to Parallel Park?
0,Says 5-year-olds can “take hormones and change my sex.”
1,Says Nancy Pelosi’s coronavirus bill includes “tax credits for solar and wind energy … retirement plans for community newspaper employees … $300 million for PBS … climate change studies” and more.
1,“New York is one of only 12 states where the average gallon of gas costs more than $2.00.”
1,"The average Georgia family makes $6,000 less than the average family did 10 years ago when inflation is factored in."
0,Do Some People Have a 4th Retinal Cone?
1,Is This a Black Bear with a White Cub?
0,"""Barbara Boxer's worried about the weather"" instead of terrorism as the biggest threat to national security."
0,Photo shows a Chinese restaurant sign that says “F--- DeSantis.”
0,A photo shows Donald Trump Jr. and Eric Trump.
0,Upstate New York Murder-Suicide Linked to Las Vegas Mass Shooting?
0,Did a Producer Claim Kevin Spacey 'Drugged and Raped' Justin Bieber?
1,Was Brazilian Footballer Arrested for Attempted Murder After Allegedly Kicking Referee in Head?
0,Are the Syrian 'White Helmets' Rescue Organization Terrorists?
1,Did Lionel Messi Officially Sign for Paris Saint-Germain?
0,Obama Fines ABC for Charlie Brown Christmas?
1,"""Point Pleasant Beach does not own its beaches; they are privately owned and operated by businesses such as Jenkinson’s"""
0,Is This a 'COVID 5G Chip Diagram'?
0,"Says ""Hillary Clinton's plan would bring in 620,000 refugees in her first term, alone, with no effective way to screen or vet them. Her plan would cost $400 billion in terms of lifetime welfare and entitlement costs."""
0,"Says Rep. Alexandria Ocasio-Cortez and Eugene DePasquale support ""socialized medicine,"" the Green New Deal and defunding the police."
1,Colts Tony Dungy - A Little Insight
1,"More Hispanics ""have been elected statewide (in Texas) on the Republican ticket than on the Democratic ticket."""
0,Did Nancy Pelosi Advocate for a 100 Percent Windfall Tax?
0,"Says ""Hillary Clinton filed for divorce In New York courts."""
0,Says the Pentagon killed a man who invented a water-powered fuel cell for cars.
0,Did Bill Nye Say Parents Should Be Penalized for Having 'Extra Kids'?
0,Did Man Stuck 71 Hours in Elevator Kill and Eat Wife To Survive?
0,Was a Human Sacrifice Captured at CERN?
0,"“People born before 1957 are getting $1,728 added to their Social Security checks.”"
1,UK Issues LGBT Travel Warning for United States
0,Says a 79-year-old woman with AK-47 rescued two LAPD officers from a street gang.
1,Did Officials in Georgia Stop a Bus Filled with Black Seniors Going to Vote?
0,"""A simple review of the Backroom’s health code records will reveal that the restaurant already has a long-standing problem with rodent infestations."""
0,"""It’s bad enough that (Stephen) Silberkraus appeared in a sexual fetish film where women were kidnapped from their homes and forced to live naked in kennels and trained to be pets. But when Silberkraus isn’t acting in films that degrade women, he’s stalking them in his personal time."""
0,"No, Putin Was Not Compared to Hitler on the Cover of Time Magazine"
0,"""Kasich’s trade deals cost Ohio thousands of jobs - 49,000 jobs to Mexico, 91,000 to China."""
0,SCAM ALERT: Walmart Is Not Giving Away Vouchers To Celebrate Going Plastic Bag-Free
0,Was a Vermont Power Grid Infiltrated by Russian Hackers?
0,"""Californians are overwhelmingly against this concept of the illegal sanctuary state."""
1,"""The Nordic countries are some of the few countries"" that meet development aid goals."
1,Did Amish Buggies Show Support for Trump?
0,"Says Hillary Clinton ""believes that all abortions should be legal, even on the due date of that unborn child."""
0,Did This Video Show a Dog Rescued from Train Tracks?
1,"West Virginia University’s incoming freshman class has the ""highest-ever GPA"""
0,Does Kamala Harris' Birth Certificate Identify Her as 'Caucasian'?
1,"Electric utility FirstEnergy's annual revenues are greater ""than the GDP of Haiti, Kyrgyzstan, Iceland, or 15 African nations."""
0,"""The EPA has tried to define a puddle or a drainage ditch on your farm to be navigable waters and thus subject to massive environmental regulations."""
0,"Says less than half of 1 percent of all the Texas legislators who ever served draw ""a benefit"" from pensions tied to the salaries of state district judges."
0,"Photo shows Angela Merkel, Theresa May and Dalia Grybauskaitė as teenagers."
1,"Says 74% of people in Texas are ""crammed into 4% of the land."""
0,Says the NAACP's Ohio chapter has endorsed Issue 2.
0,Overturning Roe v. Wade was an “unconstitutional action by” the Supreme Court.
0,We are seeing “the Justice Department treat American parents as domestic terrorists” under the Patriot Act.
1,"""Matt Rosendale supports plans that don’t have to cover (pre-existing conditions)."""
0,"""The proportion of Rhode Islanders entering substance abuse treatment primarily due to marijuana use has reached its highest point in 20 years."""
1,Did Georgia Capt. Jay Baker Promote 'Imported Virus From Chy-na' Shirts?
0,"""It is only under President Trump that we have become the largest producer of oil and gas resources."""
